"year","area","indicador","variable","valor","unidad","variable_unidad","indicador_unidad"
1923,"España","Tierras de cultivo","Absoluto",21034220.9225176,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1924,"España","Tierras de cultivo","Absoluto",20931044.0894331,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1925,"España","Tierras de cultivo","Absoluto",21467854.8066003,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1926,"España","Tierras de cultivo","Absoluto",21610727.036216,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1927,"España","Tierras de cultivo","Absoluto",21939736.9062031,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1928,"España","Tierras de cultivo","Absoluto",21345406.4646915,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1929,"España","Tierras de cultivo","Absoluto",21153993.7596125,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1930,"España","Tierras de cultivo","Absoluto",21910287.0093707,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1931,"España","Tierras de cultivo","Absoluto",22100303.7876819,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1932,"España","Tierras de cultivo","Absoluto",22226149.6031121,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1933,"España","Tierras de cultivo","Absoluto",21908133.0624743,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1934,"España","Tierras de cultivo","Absoluto",22212136.2829427,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1935,"España","Tierras de cultivo","Absoluto",21964432.5285631,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1936,"España","Tierras de cultivo","Absoluto",19593302.9476932,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1937,"España","Tierras de cultivo","Absoluto",19595712.9356006,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1938,"España","Tierras de cultivo","Absoluto",19597909.7730755,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1939,"España","Tierras de cultivo","Absoluto",18298000.0072436,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1940,"España","Tierras de cultivo","Absoluto",19705336.5710178,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1941,"España","Tierras de cultivo","Absoluto",20359273.4193921,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1942,"España","Tierras de cultivo","Absoluto",20095747.7795566,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1943,"España","Tierras de cultivo","Absoluto",19889186.6740931,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1944,"España","Tierras de cultivo","Absoluto",19667141.8292599,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1945,"España","Tierras de cultivo","Absoluto",19378858.9097787,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1946,"España","Tierras de cultivo","Absoluto",19886445.024757,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1947,"España","Tierras de cultivo","Absoluto",20097807.9945417,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1948,"España","Tierras de cultivo","Absoluto",20217118.0754025,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1949,"España","Tierras de cultivo","Absoluto",20400114.786455,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1950,"España","Tierras de cultivo","Absoluto",20810195.264186,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1951,"España","Tierras de cultivo","Absoluto",21124967.4445951,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1952,"España","Tierras de cultivo","Absoluto",21419637.9448526,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1953,"España","Tierras de cultivo","Absoluto",21432458.7504821,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1954,"España","Tierras de cultivo","Absoluto",21348399.7008862,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1955,"España","Tierras de cultivo","Absoluto",21345521.7464088,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1956,"España","Tierras de cultivo","Absoluto",21429436.845218,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1957,"España","Tierras de cultivo","Absoluto",21406397.9722494,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1958,"España","Tierras de cultivo","Absoluto",21394150.4157787,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1959,"España","Tierras de cultivo","Absoluto",21335368.8439901,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1960,"España","Tierras de cultivo","Absoluto",21265074.6161242,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1961,"España","Tierras de cultivo","Absoluto",21644681.0477497,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1962,"España","Tierras de cultivo","Absoluto",21838300.1040337,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1963,"España","Tierras de cultivo","Absoluto",21635400.4247507,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1964,"España","Tierras de cultivo","Absoluto",21626388.469718,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1965,"España","Tierras de cultivo","Absoluto",21577220.2659271,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1966,"España","Tierras de cultivo","Absoluto",21222711.856589,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1967,"España","Tierras de cultivo","Absoluto",21052603.3437386,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1968,"España","Tierras de cultivo","Absoluto",21038179.9364556,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1969,"España","Tierras de cultivo","Absoluto",21109963.7729707,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1970,"España","Tierras de cultivo","Absoluto",21491237.1098311,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1971,"España","Tierras de cultivo","Absoluto",21232436.7914444,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1972,"España","Tierras de cultivo","Absoluto",21312592.7822817,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1973,"España","Tierras de cultivo","Absoluto",21160018.0961388,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1974,"España","Tierras de cultivo","Absoluto",21164267.0164035,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1975,"España","Tierras de cultivo","Absoluto",21103264.9441095,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1976,"España","Tierras de cultivo","Absoluto",20946789.0687445,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1977,"España","Tierras de cultivo","Absoluto",21097536.2949498,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1978,"España","Tierras de cultivo","Absoluto",21098128.1609328,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1979,"España","Tierras de cultivo","Absoluto",20897453.6170722,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1980,"España","Tierras de cultivo","Absoluto",20867479.7641131,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1981,"España","Tierras de cultivo","Absoluto",20713052.3102434,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1982,"España","Tierras de cultivo","Absoluto",20776808.2857672,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1983,"España","Tierras de cultivo","Absoluto",20705496.0464722,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1984,"España","Tierras de cultivo","Absoluto",20839824.0308909,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1985,"España","Tierras de cultivo","Absoluto",20781909.0291656,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1986,"España","Tierras de cultivo","Absoluto",20834114.8762945,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1987,"España","Tierras de cultivo","Absoluto",20831241.1581847,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1988,"España","Tierras de cultivo","Absoluto",20712900.4054821,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1989,"España","Tierras de cultivo","Absoluto",20723650.1433356,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1990,"España","Tierras de cultivo","Absoluto",20473699.5520715,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1991,"España","Tierras de cultivo","Absoluto",20428499.8882248,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1992,"España","Tierras de cultivo","Absoluto",20209739.4427959,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1993,"España","Tierras de cultivo","Absoluto",19925917.1380542,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1994,"España","Tierras de cultivo","Absoluto",18598071.1158432,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1995,"España","Tierras de cultivo","Absoluto",18866271.5986737,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1996,"España","Tierras de cultivo","Absoluto",19258075.3082945,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1997,"España","Tierras de cultivo","Absoluto",18759350.3484224,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1998,"España","Tierras de cultivo","Absoluto",18641680.6750881,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
1999,"España","Tierras de cultivo","Absoluto",18342339.7534931,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
2000,"España","Tierras de cultivo","Absoluto",18296009.3436465,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
2001,"España","Tierras de cultivo","Absoluto",18091933.4856537,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
2002,"España","Tierras de cultivo","Absoluto",18145458.0994003,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
2003,"España","Tierras de cultivo","Absoluto",18252520.9276362,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
2004,"España","Tierras de cultivo","Absoluto",18259146.4406954,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
2005,"España","Tierras de cultivo","Absoluto",17995348.9910367,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
2006,"España","Tierras de cultivo","Absoluto",17825366.7938089,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
2007,"España","Tierras de cultivo","Absoluto",17711317.7468065,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
2008,"España","Tierras de cultivo","Absoluto",17552761.5870092,"Hectáreas","Absoluto (ha)","Tierras de cultivo (ha)"
